"sample_SRR5343917" "sample_SRR5343918" "sample_SRR5343919" "sample_SRR5343920" "sample_SRR5343921" "sample_SRR5343922" "sample_SRR5343923" "sample_SRR5343924" "sample_SRR5343925" "sample_SRR5343926"
"ENSG00000156096" 0 0 0 0 0 0 0 1 0 0
"ENSG00000156097" 1 4 18 10 20 5 28 27 30 6
"ENSG00000156103" 186 3440 70 164 33973 33549 10529 13525 365 298
"ENSG00000156110" 1037 1481 1002 746 811 1145 1518 1119 1227 1102
"ENSG00000156113" 501 2538 430 1193 9917 7483 1969 1984 853 249
"ENSG00000156127" 18 65 446 778 67 56 102 376 467 404
"ENSG00000156136" 3362 2834 2339 1202 1055 1542 1466 1717 2329 1671
"ENSG00000156140" 59 216 22 61 171 286 173 38 277 308
"ENSG00000156150" 0 1 0 1 0 3 0 0 0 1
"ENSG00000156162" 1780 1646 2309 991 4088 6636 3369 3735 2685 1340
"ENSG00000156170" 952 1118 1062 770 1952 2461 713 568 1471 688
"ENSG00000156171" 3515 3137 3739 3915 1601 1732 2475 2131 2677 2118
"ENSG00000156172" 199 267 207 126 439 617 243 190 183 87
"ENSG00000156194" 1 3 1 4 1 0 3 0 2 1
"ENSG00000156206" 1 3 8 15 16 2 15 15 9 13
"ENSG00000156218" 9 51 101 147 202 458 51 52 123 386
"ENSG00000156219" 65 11 18 32 6710 4513 17 48 16 20
"ENSG00000156222" 2 3 1 18 2 4 0 1 4 2
"ENSG00000156232" 1121 1273 460 844 419 562 549 680 493 637
"ENSG00000156234" 0 24 653 2663 3715 82 23 38 2450 108
"ENSG00000156239" 1197 1431 511 547 1111 1352 494 919 417 538
"ENSG00000156253" 2125 2648 1168 1044 2191 2043 1426 1348 910 1048
"ENSG00000156256" 2833 4871 2858 2632 5235 4659 2802 3779 2056 1260
"ENSG00000156261" 19227 17345 10714 10599 29054 27470 6786 10574 13665 13153
"ENSG00000156265" 54 278 243 365 813 639 279 249 1038 748
"ENSG00000156269" 3258 2255 0 2 13 1 2 1 0 5
"ENSG00000156273" 3887 5766 2271 1473 9996 7988 4809 6502 2995 2048
"ENSG00000156282" 0 0 0 0 0 0 0 0 0 0
"ENSG00000156284" 0 0 0 0 0 0 3 1 6 35
"ENSG00000156298" 3297 2406 278 557 145 885 1573 1045 81 348
"ENSG00000156299" 4726 6209 190 377 8334 8006 2089 2336 1259 1302
"ENSG00000156304" 4615 4810 1107 1888 3984 3641 2231 2168 1863 2403
"ENSG00000156313" 797 886 620 509 3268 3094 1074 1131 697 597
"ENSG00000156345" 221 429 627 754 1090 1910 184 59 626 395
"ENSG00000156374" 705 910 860 354 444 767 615 606 1135 815
"ENSG00000156381" 736 448 2555 3282 371 408 1401 1379 1927 2121
"ENSG00000156384" 368 443 359 237 330 384 429 408 637 393
"ENSG00000156395" 5 1 43 13 2 0 6 7 0 1
"ENSG00000156398" 211 218 387 528 251 472 308 162 949 930
"ENSG00000156411" 4139 4074 6370 5239 3307 3988 1919 1840 2429 3336
"ENSG00000156413" 0 0 4 0 4 1 0 1 1 1
"ENSG00000156414" 1 5 3362 2409 685 3052 57 25 125 51
"ENSG00000156427" 4 3 11 40 14 18 104 16 26 71
"ENSG00000156453" 2139 3816 1215 3058 2816 894 4535 3080 1359 5975
"ENSG00000156463" 11 3 4 20 2 8 28 17 5 32
"ENSG00000156466" 0 1 53 29 2 22 46 5 9 56
"ENSG00000156467" 16309 15807 13669 11462 16390 17313 6145 9117 13828 11604
"ENSG00000156469" 1055 1483 1193 1084 1961 2242 985 866 1606 1018
"ENSG00000156471" 8311 8492 4508 5604 9847 15713 6258 5680 6084 6574
"ENSG00000156475" 29 31 18 61 1009 678 48 51 33 46
"ENSG00000156482" 36772 22657 25708 18958 45115 72927 14591 25092 22794 26335
"ENSG00000156486" 0 1 0 14 5 5 14 2 4 13
"ENSG00000156500" 314 225 117 133 189 210 244 152 187 165
"ENSG00000156502" 2942 2188 1236 1450 1234 1602 1546 1755 1596 1587
"ENSG00000156504" 2485 3700 2124 2293 2684 3707 2603 1835 2591 2087
"ENSG00000156508" 532017 417380 464300 263807 287572 426466 216750 243437 264208 342356
"ENSG00000156509" 58 21 80 84 245 122 307 161 281 112
"ENSG00000156510" 991 115 24 12 12 17 327 594 87 28
"ENSG00000156515" 12324 12676 3706 8953 12599 12610 10209 9390 6567 10281
"ENSG00000156521" 1428 1285 1562 1716 1555 2887 901 819 1768 1975
"ENSG00000156531" 2919 4114 1876 995 2145 2385 1763 1740 1707 1096
"ENSG00000156535" 11884 19566 3927 2762 28780 19618 14931 14275 11368 9707
"ENSG00000156564" 0 0 6 0 0 5 3 1 0 0
"ENSG00000156574" 1 1 2 2 0 0 1 1 1 5
"ENSG00000156575" 0 0 0 0 0 0 0 0 0 0
"ENSG00000156587" 3860 8024 3155 7596 3613 6361 1816 1591 5264 4335
"ENSG00000156599" 12722 10721 3569 5413 8360 10062 6137 5039 3366 5285
"ENSG00000156603" 1046 1067 623 674 1171 1537 511 556 586 982
"ENSG00000156639" 16519 15389 2671 5058 4424 4543 4463 2932 3159 4432
"ENSG00000156642" 19477 15239 4193 4885 8786 7627 7457 8322 3503 6041
"ENSG00000156650" 2106 1647 391 796 2294 1371 2398 1995 1029 1096
"ENSG00000156671" 2252 2298 1025 1210 2309 2310 3353 3383 2191 1447
"ENSG00000156675" 2439 1595 233 315 1029 1019 887 1021 904 859
"ENSG00000156687" 28 118 1 1 9 73 1 0 1 0
"ENSG00000156689" 21 49 22 10 0 0 3 3 8 16
"ENSG00000156697" 2467 2065 1281 1663 2317 2515 1168 1378 1494 1781
"ENSG00000156709" 6329 7455 2899 2708 3170 4820 1267 1537 2948 3430
"ENSG00000156711" 115 265 248 502 506 303 911 199 862 1081
"ENSG00000156735" 1631 1728 1583 842 826 987 1585 2171 1777 925
"ENSG00000156738" 1 5 1073 767 4 2 11 3 17 3
"ENSG00000156755" 0 0 0 0 0 0 2 6 0 0
"ENSG00000156787" 629 563 434 419 1203 1290 589 690 970 495
"ENSG00000156795" 821 630 575 366 1177 1445 684 599 1093 739
"ENSG00000156802" 2381 1696 1927 1627 7574 6937 5538 5974 7161 3261
"ENSG00000156804" 2529 3294 7646 9157 3206 4567 3724 3223 12218 3818
"ENSG00000156831" 1606 1714 1642 1135 1958 2555 1427 1822 1080 925
"ENSG00000156853" 4062 4067 688 819 797 995 1248 894 402 762
"ENSG00000156858" 2905 4513 1113 2504 1427 1345 2666 1989 1111 1598
"ENSG00000156860" 5914 7168 1511 3517 4754 4863 5184 3589 1919 3071
"ENSG00000156869" 313 440 100 85 251 318 150 187 162 204
"ENSG00000156873" 1272 1738 1098 1732 780 890 1336 963 1032 1041
"ENSG00000156875" 5570 5069 3664 3034 4812 5923 4225 4272 2833 2765
"ENSG00000156876" 465 533 483 309 665 533 582 625 579 267
"ENSG00000156885" 1 0 52 154 0 0 0 0 2 2
"ENSG00000156886" 55 30 152 211 5 18 116 17 34 37
"ENSG00000156920" 1 1 0 0 0 1 6 0 0 5
"ENSG00000156925" 0 0 79 27 1 0 1 0 0 3
"ENSG00000156928" 805 756 5059 4037 2478 2643 1101 1323 1856 2143
"ENSG00000156931" 3062 3502 1682 2691 1962 2014 2200 1338 1577 1217
"ENSG00000156958" 2597 3156 415 722 1632 1852 915 1835 453 678
"ENSG00000156959" 0 2 1 0 4 2 2 0 101 2
"ENSG00000156966" 97 151 186 367 4138 4981 2376 1142 471 418
"ENSG00000156968" 10 2 425 257 368 796 14 5 22 36
"ENSG00000156970" 2542 858 666 853 2074 1490 1445 1927 988 2227
"ENSG00000156973" 2125 1742 635 1127 2099 1794 1150 999 1151 1472
"ENSG00000156976" 42305 38358 20333 21529 15260 13454 17069 13628 14225 10037
"ENSG00000156983" 2448 2233 1083 1659 4543 4411 3339 3134 1296 2125
"ENSG00000156990" 3708 2414 3838 3106 9011 10812 1757 1782 1048 1399
"ENSG00000157005" 0 1 0 1 0 0 0 0 0 0
"ENSG00000157014" 986 1176 1218 1377 2477 4181 1240 968 1479 1895
"ENSG00000157017" 1 18 15 47 31 20 32 20 12 9
"ENSG00000157020" 9012 9888 10229 14894 17124 17629 8122 5001 6041 9728
"ENSG00000157021" 165 241 69 94 343 298 112 110 106 64
"ENSG00000157036" 423 630 336 392 582 646 892 815 678 628
"ENSG00000157045" 2975 3672 723 851 1445 1467 1397 1683 2011 2077
"ENSG00000157060" 0 0 0 2 5 10 2 1 3 3
"ENSG00000157064" 1663 706 17 86 253 395 71 20 100 299
"ENSG00000157077" 3095 3046 879 934 1662 1693 448 202 609 1117
"ENSG00000157087" 440 3649 30 78 2628 2801 8 5 32 25
"ENSG00000157093" 0 0 0 0 0 0 0 0 0 0
"ENSG00000157103" 12 11 42 71 131 404 119 27 143 87
"ENSG00000157106" 7842 11312 3423 4145 11322 8652 9482 9405 6667 4989
"ENSG00000157107" 2096 1890 2433 1518 1222 1263 1286 798 3104 1370
"ENSG00000157110" 4307 3864 1590 3354 582 358 1207 234 1873 3104
"ENSG00000157111" 602 1095 11 17 253 564 9 117 24 50
"ENSG00000157119" 14 5 18 61 1 0 0 0 0 0
"ENSG00000157131" 0 0 0 0 0 0 0 2 1 1
"ENSG00000157150" 3 8 9 32 970 426 65 21 22 131
"ENSG00000157152" 7 5 94 30 890 98 16 4 7 22
"ENSG00000157168" 2 4 15 14 41 59 52 19 11 23
"ENSG00000157181" 2091 2711 1553 1590 3465 3071 1319 1264 2310 908
"ENSG00000157184" 810 667 636 902 1079 1387 1232 1105 548 861
"ENSG00000157191" 8602 7321 3993 4110 2753 3900 4377 3716 4195 5560
"ENSG00000157193" 1732 1824 1029 1222 4003 4112 1992 2237 1809 2268
"ENSG00000157211" 0 0 3 1 4 0 0 1 0 1
"ENSG00000157212" 739 663 984 978 1233 729 1216 1226 1005 1416
"ENSG00000157214" 7 33 141 106 746 1253 1021 236 463 441
"ENSG00000157216" 3042 2835 1102 1855 2884 2098 1641 817 1269 3117
"ENSG00000157219" 0 0 3 3 0 0 0 0 0 0
"ENSG00000157224" 3696 4112 8803 5655 6359 7087 5993 5925 3629 2021
"ENSG00000157227" 157070 197956 28278 45924 55920 47212 210694 131914 27597 88700
"ENSG00000157240" 1237 1981 1191 1513 9729 11443 11309 8195 2061 6428
"ENSG00000157259" 1890 1774 3333 4416 5255 4875 4824 5027 2174 2515
"ENSG00000157303" 6 30 83 174 101 98 159 47 173 211
"ENSG00000157306" 4 69 25 40 71 64 34 32 35 15
"ENSG00000157315" 60 69 15 26 23 23 27 35 18 22
"ENSG00000157322" 0 0 12 15 54 42 3 0 33 60
"ENSG00000157326" 706 664 456 607 690 948 398 437 482 828
"ENSG00000157330" 4 2 0 0 0 1 0 0 0 0
"ENSG00000157335" 0 3 2 2 10 1 6 4 6 1
"ENSG00000157343" 5 12 35 104 117 67 19 3 22 13
"ENSG00000157349" 1216 1186 523 849 655 834 812 570 659 648
"ENSG00000157350" 5680 6504 1363 2408 3113 3453 5745 5663 2248 5725
"ENSG00000157353" 1255 1983 847 1116 1221 1604 1101 1297 705 686
"ENSG00000157368" 4 66 37 171 59 66 197 59 121 278
"ENSG00000157379" 1576 2569 852 1437 726 1227 1081 759 812 838
"ENSG00000157388" 916 680 855 1722 172 197 2483 1927 487 282
"ENSG00000157399" 1544 1409 186 265 649 612 532 1295 130 137
"ENSG00000157404" 43 11 2641 1505 77 22 374 132 5202 8875
"ENSG00000157423" 15 5 63 54 4 9 32 22 5 4
"ENSG00000157426" 1004 1173 581 611 642 771 697 669 426 336
"ENSG00000157429" 148 201 99 132 181 198 78 90 71 82
"ENSG00000157445" 17 3 199 218 23 20 58 44 10 61
"ENSG00000157450" 4511 4092 1012 1266 2342 2260 2665 3186 1102 1494
"ENSG00000157456" 3350 1029 1031 1256 1583 1170 1663 2233 1101 2627
"ENSG00000157470" 14 119 1122 845 587 794 1181 2559 514 864
"ENSG00000157483" 9700 14534 1907 4220 8188 9507 6708 7769 3715 6927
"ENSG00000157500" 3724 3461 2999 2269 3599 3756 2841 2038 3153 2406
"ENSG00000157502" 87 69 75 21 80 636 7 1 8 9
"ENSG00000157510" 648 233 876 1795 2984 2162 2356 2091 2094 3429
"ENSG00000157514" 10855 10864 1961 4327 2183 2705 1996 1456 4322 6240
"ENSG00000157538" 11604 10646 2945 2565 6200 6130 2947 3477 3255 3865
"ENSG00000157540" 4635 6011 2989 2635 5469 5053 3642 4229 3924 2788
"ENSG00000157542" 3 8 4 6 35 51 178 19 35 66
"ENSG00000157551" 14 65 34 70 411 34 577 148 303 377
"ENSG00000157554" 321 207 544 1049 587 190 1355 368 1964 3006
"ENSG00000157557" 845 653 663 2747 2469 2648 2564 686 2450 4739
"ENSG00000157570" 451 352 252 931 1174 336 1940 395 1263 5203
"ENSG00000157578" 20 87 170 80 251 280 106 165 127 56
"ENSG00000157593" 31177 25279 7520 8776 8412 9719 6277 5599 4288 6723
"ENSG00000157600" 8635 12755 2381 2960 3374 5858 1919 1869 2550 3604
"ENSG00000157601" 119 345 1347 1998 3937 9947 2839 2412 8088 3102
"ENSG00000157613" 119 243 73 386 651 189 2562 403 636 4621
"ENSG00000157617" 68 105 294 590 5528 5075 2766 2577 2355 2626
"ENSG00000157625" 1894 2391 1298 1265 2084 3048 920 1395 2208 1072
"ENSG00000157637" 7011 4971 6586 11100 9051 21065 6258 3221 6601 10129
"ENSG00000157653" 141 21 25 41 160 164 26 9 17 19
"ENSG00000157654" 15 12 4 8 13 22 65 66 11 15
"ENSG00000157657" 2165 2152 832 1245 2004 2089 1218 533 1465 1987
"ENSG00000157680" 362 567 1092 322 993 379 982 1765 1325 1676
"ENSG00000157693" 3200 3302 2385 2570 1028 1934 539 147 2532 1635
"ENSG00000157703" 0 1 4 0 1 7 3 3 9 8
"ENSG00000157734" 11 70 62 203 2033 3129 26 37 54 101
"ENSG00000157741" 640 1149 1657 1806 1202 893 4941 3190 1946 1198
"ENSG00000157764" 1400 1557 1314 1318 1628 1249 5880 7474 2527 3566
"ENSG00000157765" 0 0 2 1 1 19 0 1 0 120
"ENSG00000157766" 162 237 72 687 7804 8962 178 15 1094 1385
"ENSG00000157778" 762 1377 3010 2993 2838 2745 2042 1434 3116 2875
"ENSG00000157782" 83 24 15 45 40 18 12 8 44 112
"ENSG00000157796" 2262 3707 1648 2071 2309 2453 2008 2940 1317 838
"ENSG00000157800" 2202 2038 6022 5645 4675 3534 9364 6385 3027 5876
"ENSG00000157823" 1090 1145 511 1165 629 652 590 565 410 617
"ENSG00000157827" 497 1406 3100 4648 10778 10593 3676 727 4618 1800
"ENSG00000157833" 1278 1596 403 530 1239 2157 339 111 1643 2181
"ENSG00000157837" 4105 4425 3040 3880 3247 4250 3033 3122 2038 2545
"ENSG00000157851" 0 1 134 63 30 19 0 4 401 1019
"ENSG00000157856" 1 1 4 6 67 47 117 32 5 11
"ENSG00000157869" 1495 1664 1188 912 1166 1183 1514 1325 1134 1101
"ENSG00000157870" 3538 3164 613 957 2175 3552 2456 2714 1952 2532
"ENSG00000157873" 8902 26328 6767 8886 2407 7748 4047 6041 13758 7274
"ENSG00000157881" 1648 1668 523 775 1320 1988 1243 1231 1116 1700
"ENSG00000157884" 0 0 1 0 0 1 3 10 2 0
"ENSG00000157890" 0 7 10 30 85 69 9 27 15 13
"ENSG00000157895" 1236 1180 566 614 878 1330 644 872 656 1002
"ENSG00000157911" 1133 928 513 475 1181 1915 996 824 787 1168
"ENSG00000157916" 6977 7880 3170 3957 6746 7384 7567 6629 6290 6921
"ENSG00000157927" 5 7 201 226 143 317 77 148 153 275
"ENSG00000157933" 7440 8899 977 2852 11542 14438 10770 7027 3234 6469
"ENSG00000157954" 3884 3595 6103 8075 7589 8922 4586 4371 3726 5072
"ENSG00000157965" 0 0 0 0 0 0 0 0 1 0
"ENSG00000157978" 2103 1781 1223 2399 3392 3631 5875 5393 2121 2235
"ENSG00000157985" 4857 3710 759 1035 10799 8446 2016 1547 1148 2092
"ENSG00000157992" 9 93 236 231 92 67 41 12 124 53
"ENSG00000157999" 2 19 50 32 42 20 44 29 31 12
"ENSG00000158006" 1498 1818 1040 958 1460 1819 2272 2857 722 789
"ENSG00000158008" 4182 6116 38 21 4240 5365 4177 6043 83 152
"ENSG00000158014" 0 2 7 5 38 57 50 27 69 17
"ENSG00000158019" 2229 2151 864 1604 1642 1900 1390 649 1004 1408
"ENSG00000158022" 7683 4618 3673 3775 18 195 18 32 1763 1230
"ENSG00000158023" 255 38 228 123 68 33 54 65 63 54
"ENSG00000158042" 5050 5257 2579 3356 5199 4916 3729 4021 3176 4438
"ENSG00000158050" 270 393 422 441 6488 3932 162 114 696 819
"ENSG00000158055" 1 4 7 4 29 23 7 4 8 4
"ENSG00000158062" 49 165 2924 2818 2654 2664 2945 2532 2117 1471
"ENSG00000158077" 2 1 3 2 2 15 0 2 1 1
"ENSG00000158079" 959 1395 828 696 1290 1394 1060 1139 1845 1118
"ENSG00000158089" 52 418 2195 1519 3472 5649 64 105 128 182
"ENSG00000158092" 1639 1623 1505 1043 2409 2927 1700 1446 1828 1505
"ENSG00000158104" 6 6 26 18 21 24 3 3 9 2
"ENSG00000158106" 326 969 817 1163 3564 3414 4515 4553 965 628
"ENSG00000158109" 6251 5307 1322 1687 1846 2951 2107 2985 2085 2810
"ENSG00000158113" 5 1 126 137 56 89 10 27 33 39
"ENSG00000158122" 963 919 1136 1016 1591 2484 1362 905 1521 1287
"ENSG00000158125" 27 4 9 16 31 17 23 3 1 3
"ENSG00000158156" 24 47 75 272 268 271 253 74 531 909
"ENSG00000158158" 1303 1013 418 653 2572 1734 1782 1431 868 1159
"ENSG00000158161" 2894 2688 1176 1528 1789 2276 2872 3504 1439 1699
"ENSG00000158163" 501 740 240 383 869 1001 1045 629 630 667
"ENSG00000158164" 121 51 91 55 39 86 49 21 352 363
"ENSG00000158169" 921 841 246 257 1252 1740 697 617 732 948
"ENSG00000158186" 7277 11153 3930 7283 7316 6621 6044 5984 2520 3170
"ENSG00000158195" 11572 10543 4766 7455 12188 12210 16199 10197 6110 10147
"ENSG00000158201" 689 948 968 835 1225 2465 1789 1851 1613 1065
"ENSG00000158220" 4 28 23 32 1894 2000 299 120 97 41
"ENSG00000158234" 1484 1901 797 830 1756 1441 406 437 368 630
"ENSG00000158246" 1724 2764 279 306 87 87 281 329 47 198
"ENSG00000158258" 78 274 101 268 806 454 254 45 25 269
"ENSG00000158270" 588 780 221 557 2385 1944 5523 1576 1569 3230
"ENSG00000158286" 236 1540 367 590 1089 842 709 355 730 265
"ENSG00000158290" 6097 5778 2207 2689 4917 4811 3573 2819 3837 2712
"ENSG00000158292" 2036 4108 813 1912 2187 3789 5777 7394 1658 2909
"ENSG00000158296" 413 644 6347 7435 297 3065 118 116 191 87
"ENSG00000158301" 612 456 319 282 1140 1740 877 675 443 527
"ENSG00000158315" 6 8 41 56 154 177 32 16 97 136
"ENSG00000158321" 45 202 493 703 6608 6130 859 128 1032 1946
"ENSG00000158352" 1541 1500 91 420 5863 3945 2221 2660 1150 2075
"ENSG00000158373" 8151 5738 225 625 2225 1306 351 1344 98 98
"ENSG00000158402" 454 110 295 289 532 401 258 254 426 470
"ENSG00000158406" 853 1514 88 206 490 528 212 568 95 66
"ENSG00000158411" 832 1317 1228 1428 1769 1582 983 740 2194 1043
"ENSG00000158417" 16094 17202 5845 14793 22952 18313 9574 10723 14500 12477
"ENSG00000158423" 79 85 36 50 86 137 39 57 34 26
"ENSG00000158427" 31 29 4 8 174 263 227 264 25 28
"ENSG00000158428" 3 1 7 11 14 16 6 0 10 5
"ENSG00000158435" 3867 3846 1827 2370 4129 3810 3005 1928 4421 4166
"ENSG00000158445" 9 6 11 43 11 12 166 9 57 137
"ENSG00000158457" 514 468 967 1863 517 892 628 382 1737 2156
"ENSG00000158458" 264 45 94 151 163 263 8 9 80 113
"ENSG00000158467" 2620 1205 1357 1575 3162 10291 2907 4889 4712 2686
"ENSG00000158470" 13123 17801 4666 4523 12568 16404 8389 6343 4402 5694
"ENSG00000158473" 36 44 377 426 68 280 179 66 175 194
"ENSG00000158477" 2 2 36 3 6 1 30 5 13 11
"ENSG00000158480" 915 1182 921 1745 1182 1690 783 681 720 955
"ENSG00000158481" 23 15 58 97 11 6 76 16 13 35
"ENSG00000158482" 8 12 4 6 17 8 5 3 3 1
"ENSG00000158483" 504 528 233 412 692 948 279 157 218 325
"ENSG00000158485" 1 11 3 5 1 0 4 0 2 18
"ENSG00000158486" 8 12 19 4 14 31 1 14 1 6
"ENSG00000158488" 10 8 11 19 1 2 30 10 13 14
"ENSG00000158497" 0 0 5 3 1 0 17 8 0 4
"ENSG00000158516" 157 86 274 66 23 42 437 540 62 147
"ENSG00000158517" 25 211 206 806 265 180 170 28 797 90
"ENSG00000158525" 0 2 3 5 3 0 6 24 5 2
"ENSG00000158526" 3697 3940 1553 1928 2255 3872 1992 3632 2091 3222
"ENSG00000158528" 3 4 553 674 1803 1926 5682 6865 52 59
"ENSG00000158545" 6504 5955 1146 2614 4179 5175 3337 3022 1460 3096
"ENSG00000158552" 1119 1490 941 1161 1770 1727 1346 893 1311 1821
"ENSG00000158553" 0 3 0 2 0 1 0 0 1 0
"ENSG00000158555" 2880 1803 912 964 452 1055 615 481 1512 2003
"ENSG00000158560" 27 6 414 337 1103 1999 460 184 627 718
"ENSG00000158571" 4 11 20 14 23 22 13 1 3 20
"ENSG00000158578" 4 18 3 11 14 2 3 7 203 13
"ENSG00000158604" 5159 6288 8966 11771 13593 13716 8529 7582 4910 4718
"ENSG00000158615" 4740 4813 3242 3023 5312 4939 4969 4126 7264 4880
"ENSG00000158623" 3069 2168 2839 3449 2008 2109 3389 4450 3166 3777
"ENSG00000158636" 1555 1464 510 708 2019 1476 1401 1214 1086 1018
"ENSG00000158639" 21 1 0 0 1 0 1672 39 0 0
"ENSG00000158669" 9775 14712 6444 7779 3681 4438 7322 8145 8771 6305
"ENSG00000158683" 76 52 167 205 103 75 94 36 276 193
"ENSG00000158691" 450 482 287 368 346 286 153 58 272 207
"ENSG00000158710" 70023 79771 29146 44624 64534 66141 31316 16403 41565 56460
"ENSG00000158711" 2209 4908 2504 2457 3052 3574 3313 3477 6082 4365
"ENSG00000158714" 122 722 1011 2892 646 389 937 324 1674 1557
"ENSG00000158715" 436 468 186 175 623 541 310 133 709 1222
"ENSG00000158716" 2137 1703 2808 2026 2007 2518 1190 472 5938 7111
"ENSG00000158717" 880 1337 890 1782 1009 1288 3214 1949 1336 1250
"ENSG00000158731" 0 0 1 0 0 0 0 0 0 0
"ENSG00000158747" 816 973 6082 5162 860 4274 3044 1927 2684 4051
"ENSG00000158748" 1 0 2 1 135 138 0 2 13 6
"ENSG00000158764" 75 113 801 106 0 0 0 0 21 6
"ENSG00000158769" 5978 4151 719 1343 273 283 749 184 2029 2332
"ENSG00000158773" 2813 4577 3625 4765 2960 3345 1851 2098 3616 3490
"ENSG00000158786" 0 0 0 0 0 0 0 1 0 0
"ENSG00000158792" 1364 1612 611 787 796 1242 763 719 390 587
"ENSG00000158793" 1977 2926 1462 1888 2344 2926 1402 1196 1936 2004
"ENSG00000158796" 1921 2172 1249 1814 1920 1736 1517 1156 1823 2061
"ENSG00000158805" 1786 3070 707 1151 1451 1394 1662 1499 620 565
"ENSG00000158806" 2 3 122 122 5 9 15 7 19 112
"ENSG00000158813" 825 591 72 142 362 470 114 66 228 331
"ENSG00000158815" 1 2 27 11 1 0 7 1 16 2
"ENSG00000158816" 0 0 3 0 1 0 1 4 0 0
"ENSG00000158825" 143 123 22 49 110 33 51 20 105 92
"ENSG00000158828" 2347 1856 793 940 1302 1320 804 532 693 1265
"ENSG00000158850" 3810 3651 2557 3540 4064 4587 2333 2595 2705 3468
"ENSG00000158856" 120 102 559 837 842 940 184 163 454 1098
"ENSG00000158859" 579 595 293 1355 2269 388 14905 3439 6641 14789
"ENSG00000158863" 2845 5432 1989 3780 1749 1611 4398 2348 3849 3260
"ENSG00000158864" 11609 11626 5738 6588 13533 18108 6217 9406 9381 14904
"ENSG00000158865" 2 1 17 20 9 9 6 2 17 5
"ENSG00000158869" 6074 7389 2063 9363 2112 1701 2564 6691 6013 5590
"ENSG00000158874" 0 0 0 0 7 16 8 261 0 0
"ENSG00000158882" 1374 1961 1116 818 1421 2592 1295 2961 1335 1692
"ENSG00000158887" 554 102 37 172 21578 2538 3761 26119 183 339
"ENSG00000158901" 0 0 0 0 0 0 0 0 0 0
"ENSG00000158941" 6984 7386 2784 4755 3504 3837 7542 7412 5507 5139
"ENSG00000158955" 0 0 2 7 1 0 21 1 2 24
"ENSG00000158966" 1627 1558 552 747 1349 1845 295 87 1163 1420
"ENSG00000158985" 2093 2537 3209 2885 1216 1536 1358 967 2953 1901
"ENSG00000158987" 503 821 1100 761 644 574 606 641 714 426
"ENSG00000159023" 4107 3769 1237 1472 1374 1257 546 1617 1793 1370
"ENSG00000159055" 1025 620 816 673 1399 1563 758 1480 894 926
"ENSG00000159063" 3478 3285 3486 3578 2525 3364 1786 1877 2735 2547
"ENSG00000159069" 5079 6971 3789 5261 6666 8999 3886 2600 6099 7776
"ENSG00000159079" 1145 1338 1248 1111 1250 1611 516 799 1372 903
"ENSG00000159082" 1550 2189 963 951 2128 1604 2021 2826 1198 1021
"ENSG00000159086" 1401 2554 1858 1480 3551 2401 1763 2721 2231 1054
"ENSG00000159110" 1042 1104 566 864 3552 2668 1643 1748 786 956
"ENSG00000159111" 4187 3650 1365 1972 3479 5425 1573 1406 1414 2229
"ENSG00000159128" 4801 6482 4795 7111 20672 12649 7555 7053 5229 5627
"ENSG00000159131" 8140 7112 5520 4570 14945 14390 4755 6318 4805 5818
"ENSG00000159140" 21241 24429 8387 10426 30887 21642 19359 19220 9860 9984
"ENSG00000159147" 1418 1260 1777 1274 2368 2297 842 993 2714 2157
"ENSG00000159164" 22 29 58 103 2384 2623 3219 3591 150 2165
"ENSG00000159166" 3 17 337 653 1184 3087 29 674 47 94
"ENSG00000159167" 594 342 152 785 3365 590 2043 1537 282 628
"ENSG00000159173" 3 7 518 1098 169 326 61 659 16 6
"ENSG00000159176" 42331 62858 12161 24617 18999 20786 24822 32534 10006 18103
"ENSG00000159182" 0 0 0 0 1 0 0 0 1 1
"ENSG00000159184" 0 1 234 286 735 2425 4 2 180 130
"ENSG00000159186" 0 0 0 0 0 0 0 0 0 0
"ENSG00000159189" 2215 4202 13662 40565 2892 12696 13209 4179 25847 35012
"ENSG00000159197" 11 19 18 11 72 38 0 0 3 6
"ENSG00000159199" 2884 3991 4601 3959 4123 8297 1794 1784 4845 6710
"ENSG00000159200" 11622 24749 3994 8226 7749 5961 4757 4366 8691 4928
"ENSG00000159202" 10305 10704 4909 5051 9735 16507 6171 5625 6693 8659
"ENSG00000159208" 627 370 314 272 674 705 338 181 269 279
"ENSG00000159210" 2770 2735 1871 2417 3087 5068 2195 2112 2353 2961
"ENSG00000159212" 4 54 24 87 3007 4019 691 175 130 472
"ENSG00000159214" 424 573 437 643 396 384 420 226 312 217
"ENSG00000159216" 955 2183 1658 3212 10404 9863 7554 2308 4754 7328
"ENSG00000159217" 1 0 11 4 2266 1897 32 1 21 8
"ENSG00000159224" 0 0 0 2 3 0 0 0 2 2
